id,unidade_gestora,gestao,numero,data_emissao,credor,fonte_recurso,programa_trabalho,planointerno,naturezadespesa,empenhado,aliquidar,liquidado,pago,rpinscrito,rpaliquidar,rpliquidado,rppago,informacao_complementar,sistema_origem,links_documento_pagamento,credor_obj_tipo,credor_obj_cnpj_cpf_idgener,credor_obj_nome,contrato_id
8521933,113601,11302,2022NE000094,2022-04-11,12.187.221/0001-08 - MASTER ENGENHARIA E SEGURANCA PATRIMONIAL LTDA,1000000000,,100ADMINIBR - UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"939.882,28","0,00","8.827,63","839.664,22","91.390,43","0,00","0,00","100.218,06",11360105000152021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000094,JURIDICA,12.187.221/0001-08,MASTER ENGENHARIA E SEGURANCA PATRIMONIAL LTDA,127115
10069521,113601,11302,2023NE000040,2023-01-26,12.742.245/0001-73 - UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,1000000000,,100ADMINIBR - UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000022022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000040,JURIDICA,12.742.245/0001-73,UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,134573
10397310,113601,11302,2023NE000218,2023-04-24,12.742.245/0001-73 - UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,1444000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"431.287,19","163.410,05","7.891,69","259.985,45","163.410,05","62.784,77","62.784,77","108.516,97",11360105000022022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000218,JURIDICA,12.742.245/0001-73,UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,134573
10410527,113601,11302,2023NE000229,2023-04-26,12.742.245/0001-73 - UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,1000000000,,C20004IP014 - OUTROS SERVICOS,339037 - LOCACAO DE MAO-DE-OBRA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000022022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000229,JURIDICA,12.742.245/0001-73,UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,134573
10433504,113601,11302,2023NE000240,2023-05-02,12.742.245/0001-73 - UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,1000000000,,C20004IP014 - OUTROS SERVICOS,339037 - LOCACAO DE MAO-DE-OBRA,"189.555,15","1.731,97","0,00","187.823,18","1.731,97","0,00","0,00","1.731,97",11360105000022022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000240,JURIDICA,12.742.245/0001-73,UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,134573
9791930,113601,11302,2022NE000241,2022-11-23,12.742.245/0001-73 - UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,1000000000,,C20004IP014 - OUTROS SERVICOS,339037 - LOCACAO DE MAO-DE-OBRA,"165.840,39","0,00","0,00","156.085,35","9.755,04","0,00","0,00","9.755,04",11360105000022022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000241,JURIDICA,12.742.245/0001-73,UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,134573
10167823,113601,11302,2023NE000151,2023-02-23,12.742.245/0001-73 - UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"649.156,53","0,00","0,00","649.156,53","0,00","0,00","0,00","0,00",11360105000022022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000151,JURIDICA,12.742.245/0001-73,UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,134573
12394555,113601,11302,2024NE000313,2024-09-17,12.742.245/0001-73 - UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,1000000000,,C20004IP014 - OUTROS SERVICOS,339037 - LOCACAO DE MAO-DE-OBRA,"93.170,00","52.382,57","0,00","40.787,43","0,00","0,00","0,00","0,00",11360105000022022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000313,JURIDICA,12.742.245/0001-73,UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,134573
11658466,113601,11302,2024NE000103,2024-02-05,12.742.245/0001-73 - UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,1000000000,,100DIDES - DIDES - DESPESAS ADMINISTATIVAS,339037 - LOCACAO DE MAO-DE-OBRA,"983.015,23","206.449,56","6.353,63","770.212,04","0,00","0,00","0,00","0,00",11360105000022022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000103,JURIDICA,12.742.245/0001-73,UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,134573
11861727,113601,11302,2024NE000160,2024-04-18,12.742.245/0001-73 - UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,1000000000,,C20004IP014 - OUTROS SERVICOS,339037 - LOCACAO DE MAO-DE-OBRA,"93.478,02","0,00","0,00","93.478,02","0,00","0,00","0,00","0,00",11360105000022022 - UASG Minuta: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000160,JURIDICA,12.742.245/0001-73,UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,134573
8336371,113601,11302,2022NE000028,2022-01-26,12.742.245/0001-73 - UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,1000000000,,100ADMINIBR - UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"872.182,96","0,00","7.358,45","763.417,68","101.406,83","0,00","0,00","108.765,28",11360105000072021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000028,JURIDICA,12.742.245/0001-73,UNISERVE COMERCIO E SERVICOS TERCEIRIZADOS LTDA,134573
10082476,113601,11302,2023NE000061,2023-01-31,01.567.525/0001-76 - SERVICO DE LIMPEZA URBANA,1000000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360106000042022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000061,JURIDICA,01.567.525/0001-76,SERVICO DE LIMPEZA URBANA,135691
10410576,113601,11302,2023NE000230,2023-04-26,01.567.525/0001-76 - SERVICO DE LIMPEZA URBANA,1000000000,,C20004IP014 - OUTROS SERVICOS,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360106000042022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000230,JURIDICA,01.567.525/0001-76,SERVICO DE LIMPEZA URBANA,135691
10433611,113601,11302,2023NE000241,2023-05-02,01.567.525/0001-76 - SERVICO DE LIMPEZA URBANA,1000000000,,C20004IP014 - OUTROS SERVICOS,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"57.544,05","57.544,05","0,00","0,00","57.544,05","23.991,14","23.991,14","33.552,91",11360106000042022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000241,JURIDICA,01.567.525/0001-76,SERVICO DE LIMPEZA URBANA,135691
9793013,113601,11302,2022NE000242,2022-11-23,01.567.525/0001-76 - SERVICO DE LIMPEZA URBANA,1000000000,,C20004IP014 - OUTROS SERVICOS,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"5.686,58","0,00","0,00","4.222,26","2.928,64","1.464,32","1.464,32","0,00",11360106000042022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000242,JURIDICA,01.567.525/0001-76,SERVICO DE LIMPEZA URBANA,135691
10167392,113601,11302,2023NE000147,2023-02-23,01.567.525/0001-76 - SERVICO DE LIMPEZA URBANA,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"28.224,05","28.224,05","0,00","0,00","28.224,05","28.224,05","28.224,05","0,00",11360106000042022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000147,JURIDICA,01.567.525/0001-76,SERVICO DE LIMPEZA URBANA,135691
12396013,113601,11302,2024NE000319,2024-09-18,01.567.525/0001-76 - SERVICO DE LIMPEZA URBANA,1000000000,,C20004IP014 - OUTROS SERVICOS,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"6.617,00","3.468,88","0,00","3.148,12","0,00","0,00","0,00","0,00",11360106000042022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000319,JURIDICA,01.567.525/0001-76,SERVICO DE LIMPEZA URBANA,135691
11456968,113601,11302,2023NE000411,2023-12-12,01.567.525/0001-76 - SERVICO DE LIMPEZA URBANA,1444000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"45.906,75","45.906,75","0,00","0,00","45.906,75","45.190,32","45.190,32","716,43",11360106000042022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000411,JURIDICA,01.567.525/0001-76,SERVICO DE LIMPEZA URBANA,135691
11692057,113601,11302,2024NE000131,2024-02-16,01.567.525/0001-76 - SERVICO DE LIMPEZA URBANA,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"24.502,00","24.502,00","0,00","0,00","0,00","0,00","0,00","0,00",11360106000042022 - UASG Minuta: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000131,JURIDICA,01.567.525/0001-76,SERVICO DE LIMPEZA URBANA,135691
8342560,113601,11302,2022NE000038,2022-01-28,01.567.525/0001-76 - SERVICO DE LIMPEZA URBANA,0100000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360106000022022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000038,JURIDICA,01.567.525/0001-76,SERVICO DE LIMPEZA URBANA,135691
10069382,113601,11302,2023NE000039,2023-01-26,00.082.024/0001-37 - COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,1000000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360107000052022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000039,JURIDICA,00.082.024/0001-37,COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,136823
8334872,113601,11302,2022NE000018,2022-01-25,00.082.024/0001-37 - COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,1000000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"91.705,22","0,00","0,00","68.917,06","6.036,53","0,00","0,00","6.036,53",11360107000132021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000018,JURIDICA,00.082.024/0001-37,COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,136823
10410063,113601,11302,2023NE000226,2023-04-26,00.082.024/0001-37 - COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,1000000000,,C20004IP014 - OUTROS SERVICOS,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360107000052022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000226,JURIDICA,00.082.024/0001-37,COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,136823
10433274,113601,11302,2023NE000237,2023-05-02,00.082.024/0001-37 - COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,1000000000,,C20004IP014 - OUTROS SERVICOS,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"198.557,85","98.084,28","0,00","100.473,57","98.084,28","612,04","612,04","97.472,24",11360107000052022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000237,JURIDICA,00.082.024/0001-37,COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,136823
10162664,113601,11302,2023NE000117,2023-02-17,00.082.024/0001-37 - COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"102.236,63","29.995,42","0,00","72.241,21","29.995,42","14.694,08","14.694,08","15.301,34",11360107000052022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000117,JURIDICA,00.082.024/0001-37,COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,136823
9793471,113601,11302,2022NE000244,2022-11-23,00.082.024/0001-37 - COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,1000000000,,C20004IP014 - OUTROS SERVICOS,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"77.545,68","0,00","0,00","55.349,85","22.195,83","0,00","0,00","22.195,83",11360107000052022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000244,JURIDICA,00.082.024/0001-37,COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,136823
12394497,113601,11302,2024NE000311,2024-09-17,00.082.024/0001-37 - COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,1000000000,,C20004IP014 - OUTROS SERVICOS,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360107000052022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000311,JURIDICA,00.082.024/0001-37,COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,136823
11646505,113601,11302,2024NE000094,2024-02-01,00.082.024/0001-37 - COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,1000000000,,100AGUA - DESPESAS COM FORNECIMENTO DE AGUA E ESGOTO,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"92.476,81","13.497,23","0,00","78.979,58","0,00","0,00","0,00","0,00",11360107000052022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000094,JURIDICA,00.082.024/0001-37,COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,136823
11861172,113601,11302,2024NE000157,2024-04-18,00.082.024/0001-37 - COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,1000000000,,C20004IP014 - OUTROS SERVICOS,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"24.251,49","12.748,72","1.001,64","10.501,13","0,00","0,00","0,00","0,00",11360107000052022 - UASG Minuta: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000157,JURIDICA,00.082.024/0001-37,COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,136823
10165969,113601,11302,2023NE000139,2023-02-22,07.522.669/0001-92 - NEOENERGIA DISTRIBUICAO BRASILIA S.A.,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"231.236,32","73.401,53","0,00","157.834,79","73.401,53","62.408,78","62.408,78","10.992,75",11360106000072022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000139,JURIDICA,07.522.669/0001-92,NEOENERGIA DISTRIBUICAO BRASILIA S.A.,140731
8353769,113601,11302,2022NE000050,2022-02-02,07.522.669/0001-92 - NEOENERGIA DISTRIBUICAO BRASILIA S.A.,1000000000,,100ADMINIBR - UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"653.311,30","0,00","0,00","441.627,93","211.683,37","0,00","0,00","211.683,37",11360106000152021 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000050,JURIDICA,07.522.669/0001-92,NEOENERGIA DISTRIBUICAO BRASILIA S.A.,140731
10410230,113601,11302,2023NE000227,2023-04-26,07.522.669/0001-92 - NEOENERGIA DISTRIBUICAO BRASILIA S.A.,1000000000,,C20004IP014 - OUTROS SERVICOS,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360106000072022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000227,JURIDICA,07.522.669/0001-92,NEOENERGIA DISTRIBUICAO BRASILIA S.A.,140731
10433312,113601,11302,2023NE000238,2023-05-02,07.522.669/0001-92 - NEOENERGIA DISTRIBUICAO BRASILIA S.A.,1000000000,,C20004IP014 - OUTROS SERVICOS,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"1.286.944,27","492.528,22","0,00","794.416,05","492.528,22","0,00","0,00","492.528,22",11360106000072022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000238,JURIDICA,07.522.669/0001-92,NEOENERGIA DISTRIBUICAO BRASILIA S.A.,140731
10166107,113601,11302,2023NE000140,2023-02-22,07.522.669/0001-92 - NEOENERGIA DISTRIBUICAO BRASILIA S.A.,8444000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360106000072022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000140,JURIDICA,07.522.669/0001-92,NEOENERGIA DISTRIBUICAO BRASILIA S.A.,140731
10362208,113601,11302,2023NE000205,2023-04-13,07.522.669/0001-92 - NEOENERGIA DISTRIBUICAO BRASILIA S.A.,1444000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"468.282,74","75.696,02","0,00","392.586,72","75.696,02","0,00","0,00","75.696,02",11360106000072022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000205,JURIDICA,07.522.669/0001-92,NEOENERGIA DISTRIBUICAO BRASILIA S.A.,140731
12394513,113601,11302,2024NE000312,2024-09-17,07.522.669/0001-92 - NEOENERGIA DISTRIBUICAO BRASILIA S.A.,1000000000,,C20004IP014 - OUTROS SERVICOS,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"93.593,76","93.593,76","0,00","0,00","0,00","0,00","0,00","0,00",11360106000072022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000312,JURIDICA,07.522.669/0001-92,NEOENERGIA DISTRIBUICAO BRASILIA S.A.,140731
11689904,113601,11302,2024NE000127,2024-02-15,07.522.669/0001-92 - NEOENERGIA DISTRIBUICAO BRASILIA S.A.,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"799.806,24","238.145,92","0,00","561.660,32","0,00","0,00","0,00","0,00",11360106000072022 - UASG Minuta: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000127,JURIDICA,07.522.669/0001-92,NEOENERGIA DISTRIBUICAO BRASILIA S.A.,140731
11861216,113601,11302,2024NE000158,2024-04-18,07.522.669/0001-92 - NEOENERGIA DISTRIBUICAO BRASILIA S.A.,1000000000,,C20004IP014 - OUTROS SERVICOS,339039 - OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA,"302.572,13","84.342,45","0,00","218.229,68","0,00","0,00","0,00","0,00",11360106000072022 - UASG Minuta: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000158,JURIDICA,07.522.669/0001-92,NEOENERGIA DISTRIBUICAO BRASILIA S.A.,140731
9476876,113601,11302,2022NE000196,2022-09-05,08.744.139/0001-51 - G&E SERVICOS TERCEIRIZADOS LTDA,0300000000,,100ADMINIBR - UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"963.630,06","0,00","0,00","963.630,06","0,00","0,00","0,00","0,00",11360105000082022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000196,JURIDICA,08.744.139/0001-51,G&E SERVICOS TERCEIRIZADOS LTDA,141646
10079421,113601,11302,2023NE000057,2023-01-30,08.744.139/0001-51 - G&E SERVICOS TERCEIRIZADOS LTDA,8444000000,,100ADMINIBR - UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000082022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000057,JURIDICA,08.744.139/0001-51,G&E SERVICOS TERCEIRIZADOS LTDA,141646
10165358,113601,11302,2023NE000130,2023-02-22,08.744.139/0001-51 - G&E SERVICOS TERCEIRIZADOS LTDA,8444000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000082022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000130,JURIDICA,08.744.139/0001-51,G&E SERVICOS TERCEIRIZADOS LTDA,141646
10223710,113601,11302,2023NE000181,2023-03-08,08.744.139/0001-51 - G&E SERVICOS TERCEIRIZADOS LTDA,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"1.923.440,74","0,00","0,00","1.923.440,74","0,00","0,00","0,00","0,00",11360105000082022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000181,JURIDICA,08.744.139/0001-51,G&E SERVICOS TERCEIRIZADOS LTDA,141646
10360458,113601,11302,2023NE000204,2023-04-13,08.744.139/0001-51 - G&E SERVICOS TERCEIRIZADOS LTDA,1444000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"1.730.608,29","0,00","0,00","1.730.608,29","0,00","0,00","0,00","0,00",11360105000082022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000204,JURIDICA,08.744.139/0001-51,G&E SERVICOS TERCEIRIZADOS LTDA,141646
11688309,113601,11302,2024NE000126,2024-02-15,08.744.139/0001-51 - G&E SERVICOS TERCEIRIZADOS LTDA,1000000000,,100ADMNIBSB - ADMINISTRACAO DA UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"5.099.845,48","1.154.000,83","447.129,18","3.498.715,47","0,00","0,00","0,00","0,00",11360105000082022 - UASG Minuta: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022024NE000126,JURIDICA,08.744.139/0001-51,G&E SERVICOS TERCEIRIZADOS LTDA,141646
8472623,113601,11302,2022NE000084,2022-03-22,08.744.139/0001-51 - G&E SERVICOS TERCEIRIZADOS LTDA,0100000000,,100ADMINIBR - UNIDADE,339033 - PASSAGENS E DESPESAS COM LOCOMOCAO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360105000012022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000084,JURIDICA,08.744.139/0001-51,G&E SERVICOS TERCEIRIZADOS LTDA,141646
8473018,113601,11302,2022NE000085,2022-03-22,08.744.139/0001-51 - G&E SERVICOS TERCEIRIZADOS LTDA,1000000000,,100ADMINIBR - UNIDADE,339037 - LOCACAO DE MAO-DE-OBRA,"2.874.662,12","0,00","0,00","1.795.846,28","1.078.815,84","0,00","0,00","1.078.815,84",11360105000012022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022022NE000085,JURIDICA,08.744.139/0001-51,G&E SERVICOS TERCEIRIZADOS LTDA,141646
10167674,113601,11302,2023NE000149,2023-02-23,EX330THEF - THE FINANCIAL TIMES LIMITED,1000000000,,100INFBRASI - INFORMATICA,339040 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360107000092022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000149,IDGENERICO,EX330THEF,THE FINANCIAL TIMES LIMITED,146271
10087675,113601,11302,2023NE000079,2023-02-02,EX330THEF - THE FINANCIAL TIMES LIMITED,1000000000,,100INFORBSB - INFORMATICA,339040 - SERVICOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO - PJ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",11360107000092022 - UASG MINUTA: 113601,COMPRASNET CONTRATOS,https://sta.api.gov.br/api/ordembancaria/empenho/113601113022023NE000079,IDGENERICO,EX330THEF,THE FINANCIAL TIMES LIMITED,146271
